UF;NOME_UF;SEXO;IDADE;POP
32;Espírito Santo;Homens;89 anos;  1530
32;Espírito Santo;Homens;26 anos; 31692
32;Espírito Santo;Homens;27 anos; 31390
32;Espírito Santo;Homens;28 anos; 31398
32;Espírito Santo;Homens;29 anos; 31911
32;Espírito Santo;Homens;90 anos ou mais;  6677
32;Espírito Santo;Mulheres;18 anos; 28616
32;Espírito Santo;Mulheres;19 anos; 28962
32;Espírito Santo;Mulheres;20 anos; 30120
32;Espírito Santo;Mulheres;21 anos; 30461
32;Espírito Santo;Mulheres;22 anos; 31113
32;Espírito Santo;Mulheres;23 anos; 31555
32;Espírito Santo;Mulheres;24 anos; 31646
32;Espírito Santo;Mulheres;25 anos; 31552
32;Espírito Santo;Mulheres;30 anos; 32459
32;Espírito Santo;Mulheres;31 anos; 33003
32;Espírito Santo;Mulheres;32 anos; 33524
32;Espírito Santo;Mulheres;33 anos; 33926
32;Espírito Santo;Mulheres;34 anos; 34098
32;Espírito Santo;Mulheres;35 anos; 34093
32;Espírito Santo;Mulheres;36 anos; 34028
32;Espírito Santo;Mulheres;37 anos; 33896
32;Espírito Santo;Mulheres;38 anos; 33669
32;Espírito Santo;Mulheres;39 anos; 33329
32;Espírito Santo;Mulheres;40 anos; 32883
32;Espírito Santo;Mulheres;41 anos; 32418
32;Espírito Santo;Mulheres;42 anos; 31976
32;Espírito Santo;Mulheres;43 anos; 31347
32;Espírito Santo;Mulheres;44 anos; 30465
32;Espírito Santo;Mulheres;45 anos; 29416
32;Espírito Santo;Mulheres;46 anos; 28383
32;Espírito Santo;Mulheres;47 anos; 27331
32;Espírito Santo;Mulheres;48 anos; 26518
32;Espírito Santo;Mulheres;49 anos; 26095
32;Espírito Santo;Mulheres;50 anos; 25906
32;Espírito Santo;Mulheres;51 anos; 25663
32;Espírito Santo;Mulheres;52 anos; 25433
32;Espírito Santo;Mulheres;53 anos; 25173
32;Espírito Santo;Mulheres;54 anos; 24840
32;Espírito Santo;Mulheres;55 anos; 24432
32;Espírito Santo;Mulheres;56 anos; 24032
32;Espírito Santo;Mulheres;57 anos; 23656
32;Espírito Santo;Mulheres;58 anos; 23210
32;Espírito Santo;Mulheres;59 anos; 22675
32;Espírito Santo;Mulheres;60 anos; 22038
32;Espírito Santo;Mulheres;61 anos; 21369
32;Espírito Santo;Mulheres;62 anos; 20689
32;Espírito Santo;Mulheres;63 anos; 19959
32;Espírito Santo;Mulheres;64 anos; 19165
32;Espírito Santo;Mulheres;65 anos; 18292
32;Espírito Santo;Mulheres;66 anos; 17380
32;Espírito Santo;Mulheres;67 anos; 16499
32;Espírito Santo;Mulheres;68 anos; 15569
32;Espírito Santo;Mulheres;69 anos; 14586
32;Espírito Santo;Mulheres;70 anos; 13535
32;Espírito Santo;Mulheres;71 anos; 12500
32;Espírito Santo;Mulheres;72 anos; 11505
32;Espírito Santo;Mulheres;73 anos; 10623
32;Espírito Santo;Mulheres;74 anos;  9873
32;Espírito Santo;Mulheres;75 anos;  9196
32;Espírito Santo;Mulheres;76 anos;  8512
32;Espírito Santo;Mulheres;77 anos;  7895
32;Espírito Santo;Mulheres;78 anos;  7349
32;Espírito Santo;Mulheres;79 anos;  6888
32;Espírito Santo;Mulheres;80 anos;  6412
32;Espírito Santo;Mulheres;81 anos;  5923
32;Espírito Santo;Mulheres;82 anos;  5503
32;Espírito Santo;Mulheres;83 anos;  5085
32;Espírito Santo;Mulheres;84 anos;  4648
32;Espírito Santo;Mulheres;85 anos;  4155
32;Espírito Santo;Mulheres;86 anos;  3666
32;Espírito Santo;Mulheres;87 anos;  3245
32;Espírito Santo;Mulheres;88 anos;  2862
32;Espírito Santo;Mulheres;89 anos;  2513
32;Espírito Santo;Mulheres;26 anos; 31461
32;Espírito Santo;Mulheres;27 anos; 31295
32;Espírito Santo;Mulheres;28 anos; 31363
32;Espírito Santo;Mulheres;29 anos; 31805
32;Espírito Santo;Mulheres;90 anos ou mais; 12655
33;Rio de Janeiro;Homens;18 anos;114362
33;Rio de Janeiro;Homens;19 anos;116702
33;Rio de Janeiro;Homens;20 anos;123288
33;Rio de Janeiro;Homens;21 anos;128718
33;Rio de Janeiro;Homens;22 anos;134043
33;Rio de Janeiro;Homens;23 anos;137282
33;Rio de Janeiro;Homens;24 anos;137253
33;Rio de Janeiro;Homens;25 anos;135007
33;Rio de Janeiro;Homens;30 anos;129961
33;Rio de Janeiro;Homens;31 anos;130154
33;Rio de Janeiro;Homens;32 anos;129942
33;Rio de Janeiro;Homens;33 anos;130008
33;Rio de Janeiro;Homens;34 anos;130423
33;Rio de Janeiro;Homens;35 anos;130948
33;Rio de Janeiro;Homens;36 anos;131483
33;Rio de Janeiro;Homens;37 anos;132123
33;Rio de Janeiro;Homens;38 anos;132194
33;Rio de Janeiro;Homens;39 anos;131408
33;Rio de Janeiro;Homens;40 anos;129916
33;Rio de Janeiro;Homens;41 anos;128508
33;Rio de Janeiro;Homens;42 anos;127264
33;Rio de Janeiro;Homens;43 anos;125286
33;Rio de Janeiro;Homens;44 anos;122299
33;Rio de Janeiro;Homens;45 anos;118649
33;Rio de Janeiro;Homens;46 anos;114967
33;Rio de Janeiro;Homens;47 anos;111128
33;Rio de Janeiro;Homens;48 anos;108172
33;Rio de Janeiro;Homens;49 anos;106655
33;Rio de Janeiro;Homens;50 anos;105925
33;Rio de Janeiro;Homens;51 anos;104901
33;Rio de Janeiro;Homens;52 anos;103918
33;Rio de Janeiro;Homens;53 anos;102863
33;Rio de Janeiro;Homens;54 anos;101587
33;Rio de Janeiro;Homens;55 anos; 99951
33;Rio de Janeiro;Homens;56 anos; 98225
33;Rio de Janeiro;Homens;57 anos; 96554
33;Rio de Janeiro;Homens;58 anos; 94634
33;Rio de Janeiro;Homens;59 anos; 92392
33;Rio de Janeiro;Homens;60 anos; 89681
33;Rio de Janeiro;Homens;61 anos; 86867
33;Rio de Janeiro;Homens;62 anos; 84174
33;Rio de Janeiro;Homens;63 anos; 81121
33;Rio de Janeiro;Homens;64 anos; 77578
33;Rio de Janeiro;Homens;65 anos; 73458
33;Rio de Janeiro;Homens;66 anos; 69225
33;Rio de Janeiro;Homens;67 anos; 65117
33;Rio de Janeiro;Homens;68 anos; 61194
33;Rio de Janeiro;Homens;69 anos; 57605
33;Rio de Janeiro;Homens;70 anos; 53957
33;Rio de Janeiro;Homens;71 anos; 50213
33;Rio de Janeiro;Homens;72 anos; 46766
33;Rio de Janeiro;Homens;73 anos; 43304
33;Rio de Janeiro;Homens;74 anos; 39755
33;Rio de Janeiro;Homens;75 anos; 35912
33;Rio de Janeiro;Homens;76 anos; 32174
33;Rio de Janeiro;Homens;77 anos; 28791
33;Rio de Janeiro;Homens;78 anos; 25924
33;Rio de Janeiro;Homens;79 anos; 23698
33;Rio de Janeiro;Homens;80 anos; 21655
33;Rio de Janeiro;Homens;81 anos; 19609
33;Rio de Janeiro;Homens;82 anos; 17892
33;Rio de Janeiro;Homens;83 anos; 16178
33;Rio de Janeiro;Homens;84 anos; 14381
33;Rio de Janeiro;Homens;85 anos; 12371
33;Rio de Janeiro;Homens;86 anos; 10522
33;Rio de Janeiro;Homens;87 anos;  8999
33;Rio de Janeiro;Homens;88 anos;  7679
33;Rio de Janeiro;Homens;89 anos;  6565
33;Rio de Janeiro;Homens;26 anos;132887
33;Rio de Janeiro;Homens;27 anos;130552
33;Rio de Janeiro;Homens;28 anos;129023
33;Rio de Janeiro;Homens;29 anos;129049
33;Rio de Janeiro;Homens;90 anos ou mais; 26069
33;Rio de Janeiro;Mulheres;18 anos;110157
33;Rio de Janeiro;Mulheres;19 anos;112599
33;Rio de Janeiro;Mulheres;20 anos;119152
33;Rio de Janeiro;Mulheres;21 anos;125427
33;Rio de Janeiro;Mulheres;22 anos;131221
33;Rio de Janeiro;Mulheres;23 anos;135029
33;Rio de Janeiro;Mulheres;24 anos;135667
33;Rio de Janeiro;Mulheres;25 anos;134173
33;Rio de Janeiro;Mulheres;30 anos;132269
33;Rio de Janeiro;Mulheres;31 anos;133094
33;Rio de Janeiro;Mulheres;32 anos;133486
33;Rio de Janeiro;Mulheres;33 anos;134324
33;Rio de Janeiro;Mulheres;34 anos;135784
33;Rio de Janeiro;Mulheres;35 anos;137498
33;Rio de Janeiro;Mulheres;36 anos;139167
33;Rio de Janeiro;Mulheres;37 anos;140953
33;Rio de Janeiro;Mulheres;38 anos;141995
33;Rio de Janeiro;Mulheres;39 anos;141906
33;Rio de Janeiro;Mulheres;40 anos;140918
33;Rio de Janeiro;Mulheres;41 anos;139998
33;Rio de Janeiro;Mulheres;42 anos;139201
33;Rio de Janeiro;Mulheres;43 anos;137622
33;Rio de Janeiro;Mulheres;44 anos;135029
33;Rio de Janeiro;Mulheres;45 anos;131750
33;Rio de Janeiro;Mulheres;46 anos;128404
33;Rio de Janeiro;Mulheres;47 anos;124912
33;Rio de Janeiro;Mulheres;48 anos;122135
33;Rio de Janeiro;Mulheres;49 anos;120589
33;Rio de Janeiro;Mulheres;50 anos;119760
33;Rio de Janeiro;Mulheres;51 anos;118725
33;Rio de Janeiro;Mulheres;52 anos;117662
33;Rio de Janeiro;Mulheres;53 anos;116792
33;Rio de Janeiro;Mulheres;54 anos;116123
33;Rio de Janeiro;Mulheres;55 anos;115419
33;Rio de Janeiro;Mulheres;56 anos;114635
33;Rio de Janeiro;Mulheres;57 anos;113917
33;Rio de Janeiro;Mulheres;58 anos;112795
33;Rio de Janeiro;Mulheres;59 anos;111073
33;Rio de Janeiro;Mulheres;60 anos;108734
33;Rio de Janeiro;Mulheres;61 anos;106244
33;Rio de Janeiro;Mulheres;62 anos;103746
33;Rio de Janeiro;Mulheres;63 anos;100873
33;Rio de Janeiro;Mulheres;64 anos; 97535
33;Rio de Janeiro;Mulheres;65 anos; 93653
33;Rio de Janeiro;Mulheres;66 anos; 89564
33;Rio de Janeiro;Mulheres;67 anos; 85470
33;Rio de Janeiro;Mulheres;68 anos; 81425
33;Rio de Janeiro;Mulheres;69 anos; 77547
33;Rio de Janeiro;Mulheres;70 anos; 73460
33;Rio de Janeiro;Mulheres;71 anos; 69227
33;Rio de Janeiro;Mulheres;72 anos; 65264
33;Rio de Janeiro;Mulheres;73 anos; 61203
33;Rio de Janeiro;Mulheres;74 anos; 56972
33;Rio de Janeiro;Mulheres;75 anos; 52397
33;Rio de Janeiro;Mulheres;76 anos; 47876
33;Rio de Janeiro;Mulheres;77 anos; 43634
33;Rio de Janeiro;Mulheres;78 anos; 40078
33;Rio de Janeiro;Mulheres;79 anos; 37436
33;Rio de Janeiro;Mulheres;80 anos; 35026
33;Rio de Janeiro;Mulheres;81 anos; 32518
33;Rio de Janeiro;Mulheres;82 anos; 30394
33;Rio de Janeiro;Mulheres;83 anos; 28217
33;Rio de Janeiro;Mulheres;84 anos; 25841
33;Rio de Janeiro;Mulheres;85 anos; 22998
33;Rio de Janeiro;Mulheres;86 anos; 20209
33;Rio de Janeiro;Mulheres;87 anos; 17818
33;Rio de Janeiro;Mulheres;88 anos; 15695
33;Rio de Janeiro;Mulheres;89 anos; 13859
33;Rio de Janeiro;Mulheres;26 anos;132753
33;Rio de Janeiro;Mulheres;27 anos;131047
33;Rio de Janeiro;Mulheres;28 anos;130151
33;Rio de Janeiro;Mulheres;29 anos;130771
33;Rio de Janeiro;Mulheres;90 anos ou mais; 70433
35;São Paulo;Homens;18 anos;313949
35;São Paulo;Homens;19 anos;321626
35;São Paulo;Homens;20 anos;338137
35;São Paulo;Homens;21 anos;340054
35;São Paulo;Homens;22 anos;349392
35;São Paulo;Homens;23 anos;355651
35;São Paulo;Homens;24 anos;357047
35;São Paulo;Homens;25 anos;355148
35;São Paulo;Homens;30 anos;367870
35;São Paulo;Homens;31 anos;375571
35;São Paulo;Homens;32 anos;381973
35;São Paulo;Homens;33 anos;386675
35;São Paulo;Homens;34 anos;388418
35;São Paulo;Homens;35 anos;387549
35;São Paulo;Homens;36 anos;386823
35;São Paulo;Homens;37 anos;386396
35;São Paulo;Homens;38 anos;383589
35;São Paulo;Homens;39 anos;377678
35;São Paulo;Homens;40 anos;369328
35;São Paulo;Homens;41 anos;361149
35;São Paulo;Homens;42 anos;353252
35;São Paulo;Homens;43 anos;344714
35;São Paulo;Homens;44 anos;335727
35;São Paulo;Homens;45 anos;326351
35;São Paulo;Homens;46 anos;316816
35;São Paulo;Homens;47 anos;307129
35;São Paulo;Homens;48 anos;299138
35;São Paulo;Homens;49 anos;293835
35;São Paulo;Homens;50 anos;289869
35;São Paulo;Homens;51 anos;285443
35;São Paulo;Homens;52 anos;281343
35;São Paulo;Homens;53 anos;276615
35;São Paulo;Homens;54 anos;270711
35;São Paulo;Homens;55 anos;263653
35;São Paulo;Homens;56 anos;256536
35;São Paulo;Homens;57 anos;249513
35;São Paulo;Homens;58 anos;242526
35;São Paulo;Homens;59 anos;235710
35;São Paulo;Homens;60 anos;228428
35;São Paulo;Homens;61 anos;220860
35;São Paulo;Homens;62 anos;213626
35;São Paulo;Homens;63 anos;205700
35;São Paulo;Homens;64 anos;196779
35;São Paulo;Homens;65 anos;186644
35;São Paulo;Homens;66 anos;176361
35;São Paulo;Homens;67 anos;166431
35;São Paulo;Homens;68 anos;156693
35;São Paulo;Homens;69 anos;147306
35;São Paulo;Homens;70 anos;137510
35;São Paulo;Homens;71 anos;127597
35;São Paulo;Homens;72 anos;118384
35;São Paulo;Homens;73 anos;109367
35;São Paulo;Homens;74 anos;100476
35;São Paulo;Homens;75 anos; 91122
35;São Paulo;Homens;76 anos; 81943
35;São Paulo;Homens;77 anos; 73569
35;São Paulo;Homens;78 anos; 66394
35;São Paulo;Homens;79 anos; 60693
35;São Paulo;Homens;80 anos; 55346
35;São Paulo;Homens;81 anos; 50023
35;São Paulo;Homens;82 anos; 45543
35;São Paulo;Homens;83 anos; 41135
35;São Paulo;Homens;84 anos; 36571
35;São Paulo;Homens;85 anos; 31504
35;São Paulo;Homens;86 anos; 26785
35;São Paulo;Homens;87 anos; 22883
35;São Paulo;Homens;88 anos; 19514
35;São Paulo;Homens;89 anos; 16694
35;São Paulo;Homens;26 anos;352893
35;São Paulo;Homens;27 anos;349509
35;São Paulo;Homens;28 anos;350155
35;São Paulo;Homens;29 anos;357335
35;São Paulo;Homens;90 anos ou mais; 65709
35;São Paulo;Mulheres;18 anos;301692
35;São Paulo;Mulheres;19 anos;309398
35;São Paulo;Mulheres;20 anos;325373
35;São Paulo;Mulheres;21 anos;329678
35;São Paulo;Mulheres;22 anos;339605
35;São Paulo;Mulheres;23 anos;346493
35;São Paulo;Mulheres;24 anos;348491
35;São Paulo;Mulheres;25 anos;347254
35;São Paulo;Mulheres;30 anos;360266
35;São Paulo;Mulheres;31 anos;367410
35;São Paulo;Mulheres;32 anos;373429
35;São Paulo;Mulheres;33 anos;378873
35;São Paulo;Mulheres;34 anos;383072
35;São Paulo;Mulheres;35 anos;385917
35;São Paulo;Mulheres;36 anos;388728
35;São Paulo;Mulheres;37 anos;391748
35;São Paulo;Mulheres;38 anos;392146
35;São Paulo;Mulheres;39 anos;388896
35;São Paulo;Mulheres;40 anos;382885
35;São Paulo;Mulheres;41 anos;377120
35;São Paulo;Mulheres;42 anos;371596
35;São Paulo;Mulheres;43 anos;364921
35;São Paulo;Mulheres;44 anos;357097
35;São Paulo;Mulheres;45 anos;348454
35;São Paulo;Mulheres;46 anos;339567
35;São Paulo;Mulheres;47 anos;330343
35;São Paulo;Mulheres;48 anos;322691
35;São Paulo;Mulheres;49 anos;317643
35;São Paulo;Mulheres;50 anos;314101
35;São Paulo;Mulheres;51 anos;310121
35;São Paulo;Mulheres;52 anos;306165
35;São Paulo;Mulheres;53 anos;302367
35;São Paulo;Mulheres;54 anos;298587
35;São Paulo;Mulheres;55 anos;294459
35;São Paulo;Mulheres;56 anos;290121
35;São Paulo;Mulheres;57 anos;285836
35;São Paulo;Mulheres;58 anos;280851
35;São Paulo;Mulheres;59 anos;274854
35;São Paulo;Mulheres;60 anos;267719
35;São Paulo;Mulheres;61 anos;260287
35;São Paulo;Mulheres;62 anos;252910
35;São Paulo;Mulheres;63 anos;244685
35;São Paulo;Mulheres;64 anos;235373
35;São Paulo;Mulheres;65 anos;224857
35;São Paulo;Mulheres;66 anos;214048
35;São Paulo;Mulheres;67 anos;203329
35;São Paulo;Mulheres;68 anos;192954
35;São Paulo;Mulheres;69 anos;183232
35;São Paulo;Mulheres;70 anos;173326
35;São Paulo;Mulheres;71 anos;163173
35;São Paulo;Mulheres;72 anos;153647
35;São Paulo;Mulheres;73 anos;143974
35;São Paulo;Mulheres;74 anos;133941
35;São Paulo;Mulheres;75 anos;123167
35;São Paulo;Mulheres;76 anos;112535
35;São Paulo;Mulheres;77 anos;102569
35;São Paulo;Mulheres;78 anos; 94132
35;São Paulo;Mulheres;79 anos; 87735
35;São Paulo;Mulheres;80 anos; 81828
35;São Paulo;Mulheres;81 anos; 75687
35;São Paulo;Mulheres;82 anos; 70422
35;São Paulo;Mulheres;83 anos; 65077
35;São Paulo;Mulheres;84 anos; 59314
35;São Paulo;Mulheres;85 anos; 52566
35;São Paulo;Mulheres;86 anos; 45987
35;São Paulo;Mulheres;87 anos; 40353
35;São Paulo;Mulheres;88 anos; 35397
35;São Paulo;Mulheres;89 anos; 31171
35;São Paulo;Mulheres;26 anos;345793
35;São Paulo;Mulheres;27 anos;343327
35;São Paulo;Mulheres;28 anos;344277
35;São Paulo;Mulheres;29 anos;350812
35;São Paulo;Mulheres;90 anos ou mais;152632
41;Paraná;Homens;18 anos; 80780
41;Paraná;Homens;19 anos; 83785
41;Paraná;Homens;20 anos; 88043
41;Paraná;Homens;21 anos; 88715
41;Paraná;Homens;22 anos; 91153
41;Paraná;Homens;23 anos; 92860
41;Paraná;Homens;24 anos; 93424
41;Paraná;Homens;25 anos; 93163
41;Paraná;Homens;30 anos; 90827
41;Paraná;Homens;31 anos; 89914
41;Paraná;Homens;32 anos; 88869
41;Paraná;Homens;33 anos; 88001
41;Paraná;Homens;34 anos; 87474
41;Paraná;Homens;35 anos; 87167
41;Paraná;Homens;36 anos; 86781
41;Paraná;Homens;37 anos; 86392
41;Paraná;Homens;38 anos; 85817
41;Paraná;Homens;39 anos; 84957
41;Paraná;Homens;40 anos; 83868
41;Paraná;Homens;41 anos; 82727
41;Paraná;Homens;42 anos; 81571
41;Paraná;Homens;43 anos; 80394
41;Paraná;Homens;44 anos; 79189
41;Paraná;Homens;45 anos; 77943
41;Paraná;Homens;46 anos; 76609
41;Paraná;Homens;47 anos; 75168
41;Paraná;Homens;48 anos; 74065
41;Paraná;Homens;49 anos; 73473
41;Paraná;Homens;50 anos; 73126
41;Paraná;Homens;51 anos; 72657
41;Paraná;Homens;52 anos; 72231
41;Paraná;Homens;53 anos; 71467
41;Paraná;Homens;54 anos; 70188
41;Paraná;Homens;55 anos; 68441
41;Paraná;Homens;56 anos; 66655
41;Paraná;Homens;57 anos; 64903
41;Paraná;Homens;58 anos; 62946
41;Paraná;Homens;59 anos; 60767
41;Paraná;Homens;60 anos; 58307
41;Paraná;Homens;61 anos; 55743
41;Paraná;Homens;62 anos; 53169
41;Paraná;Homens;63 anos; 50731
41;Paraná;Homens;64 anos; 48515
41;Paraná;Homens;65 anos; 46282
41;Paraná;Homens;66 anos; 43951
41;Paraná;Homens;67 anos; 41731
41;Paraná;Homens;68 anos; 39519
41;Paraná;Homens;69 anos; 37287
41;Paraná;Homens;70 anos; 34871
41;Paraná;Homens;71 anos; 32446
41;Paraná;Homens;72 anos; 30212
41;Paraná;Homens;73 anos; 28045
41;Paraná;Homens;74 anos; 25949
41;Paraná;Homens;75 anos; 23720
41;Paraná;Homens;76 anos; 21502
41;Paraná;Homens;77 anos; 19498
41;Paraná;Homens;78 anos; 17717
41;Paraná;Homens;79 anos; 16203
41;Paraná;Homens;80 anos; 14698
41;Paraná;Homens;81 anos; 13222
41;Paraná;Homens;82 anos; 11969
41;Paraná;Homens;83 anos; 10743
41;Paraná;Homens;84 anos;  9506
41;Paraná;Homens;85 anos;  8164
41;Paraná;Homens;86 anos;  6923
41;Paraná;Homens;87 anos;  5897
41;Paraná;Homens;88 anos;  5001
41;Paraná;Homens;89 anos;  4252
41;Paraná;Homens;26 anos; 92971
41;Paraná;Homens;27 anos; 92774
41;Paraná;Homens;28 anos; 92322
41;Paraná;Homens;29 anos; 91638
41;Paraná;Homens;90 anos ou mais; 16236
41;Paraná;Mulheres;18 anos; 77826
41;Paraná;Mulheres;19 anos; 80858
41;Paraná;Mulheres;20 anos; 85124
41;Paraná;Mulheres;21 anos; 85989
41;Paraná;Mulheres;22 anos; 88555
41;Paraná;Mulheres;23 anos; 90516
41;Paraná;Mulheres;24 anos; 91489
41;Paraná;Mulheres;25 anos; 91721
41;Paraná;Mulheres;30 anos; 91088
41;Paraná;Mulheres;31 anos; 90543
41;Paraná;Mulheres;32 anos; 89845
41;Paraná;Mulheres;33 anos; 89327
41;Paraná;Mulheres;34 anos; 89167
41;Paraná;Mulheres;35 anos; 89188
41;Paraná;Mulheres;36 anos; 89130
41;Paraná;Mulheres;37 anos; 89098
41;Paraná;Mulheres;38 anos; 88893
41;Paraná;Mulheres;39 anos; 88428
41;Paraná;Mulheres;40 anos; 87748
41;Paraná;Mulheres;41 anos; 86974
41;Paraná;Mulheres;42 anos; 86146
41;Paraná;Mulheres;43 anos; 85189
41;Paraná;Mulheres;44 anos; 84100
41;Paraná;Mulheres;45 anos; 82906
41;Paraná;Mulheres;46 anos; 81690
41;Paraná;Mulheres;47 anos; 80393
41;Paraná;Mulheres;48 anos; 79440
41;Paraná;Mulheres;49 anos; 79049
41;Paraná;Mulheres;50 anos; 78925
41;Paraná;Mulheres;51 anos; 78679
41;Paraná;Mulheres;52 anos; 78426
41;Paraná;Mulheres;53 anos; 77889
41;Paraná;Mulheres;54 anos; 76913
41;Paraná;Mulheres;55 anos; 75544
41;Paraná;Mulheres;56 anos; 74116
41;Paraná;Mulheres;57 anos; 72671
41;Paraná;Mulheres;58 anos; 70933
41;Paraná;Mulheres;59 anos; 68826
41;Paraná;Mulheres;60 anos; 66370
41;Paraná;Mulheres;61 anos; 63813
41;Paraná;Mulheres;62 anos; 61198
41;Paraná;Mulheres;63 anos; 58696
41;Paraná;Mulheres;64 anos; 56404
41;Paraná;Mulheres;65 anos; 54117
41;Paraná;Mulheres;66 anos; 51697
41;Paraná;Mulheres;67 anos; 49337
41;Paraná;Mulheres;68 anos; 46947
41;Paraná;Mulheres;69 anos; 44498
41;Paraná;Mulheres;70 anos; 41873
41;Paraná;Mulheres;71 anos; 39278
41;Paraná;Mulheres;72 anos; 36836
41;Paraná;Mulheres;73 anos; 34469
41;Paraná;Mulheres;74 anos; 32191
41;Paraná;Mulheres;75 anos; 29811
41;Paraná;Mulheres;76 anos; 27432
41;Paraná;Mulheres;77 anos; 25241
41;Paraná;Mulheres;78 anos; 23251
41;Paraná;Mulheres;79 anos; 21506
41;Paraná;Mulheres;80 anos; 19754
41;Paraná;Mulheres;81 anos; 17991
41;Paraná;Mulheres;82 anos; 16441
41;Paraná;Mulheres;83 anos; 14954
41;Paraná;Mulheres;84 anos; 13507
41;Paraná;Mulheres;85 anos; 11914
41;Paraná;Mulheres;86 anos; 10373
41;Paraná;Mulheres;87 anos;  9069
41;Paraná;Mulheres;88 anos;  7893
41;Paraná;Mulheres;89 anos;  6839
41;Paraná;Mulheres;26 anos; 91926
41;Paraná;Mulheres;27 anos; 92069
41;Paraná;Mulheres;28 anos; 91955
41;Paraná;Mulheres;29 anos; 91582
41;Paraná;Mulheres;90 anos ou mais; 27746
42;Santa Catarina;Homens;18 anos; 47119
42;Santa Catarina;Homens;19 anos; 48333
42;Santa Catarina;Homens;20 anos; 51140
42;Santa Catarina;Homens;21 anos; 53727
42;Santa Catarina;Homens;22 anos; 56160
42;Santa Catarina;Homens;23 anos; 58072
42;Santa Catarina;Homens;24 anos; 59113
42;Santa Catarina;Homens;25 anos; 59544
42;Santa Catarina;Homens;30 anos; 62307
42;Santa Catarina;Homens;31 anos; 62727
42;Santa Catarina;Homens;32 anos; 62847
42;Santa Catarina;Homens;33 anos; 62899
42;Santa Catarina;Homens;34 anos; 62890
42;Santa Catarina;Homens;35 anos; 62685
42;Santa Catarina;Homens;36 anos; 62377
42;Santa Catarina;Homens;37 anos; 62103
42;Santa Catarina;Homens;38 anos; 61368
42;Santa Catarina;Homens;39 anos; 59975
42;Santa Catarina;Homens;40 anos; 58124
42;Santa Catarina;Homens;41 anos; 56351
42;Santa Catarina;Homens;42 anos; 54625
42;Santa Catarina;Homens;43 anos; 53038
42;Santa Catarina;Homens;44 anos; 51730
42;Santa Catarina;Homens;45 anos; 50573
42;Santa Catarina;Homens;46 anos; 49414
42;Santa Catarina;Homens;47 anos; 48294
42;Santa Catarina;Homens;48 anos; 47470
42;Santa Catarina;Homens;49 anos; 47059
42;Santa Catarina;Homens;50 anos; 46850
42;Santa Catarina;Homens;51 anos; 46572
42;Santa Catarina;Homens;52 anos; 46320
42;Santa Catarina;Homens;53 anos; 45987
42;Santa Catarina;Homens;54 anos; 45489
42;Santa Catarina;Homens;55 anos; 44776
42;Santa Catarina;Homens;56 anos; 44032
42;Santa Catarina;Homens;57 anos; 43348
42;Santa Catarina;Homens;58 anos; 42327
42;Santa Catarina;Homens;59 anos; 40826
42;Santa Catarina;Homens;60 anos; 38925
42;Santa Catarina;Homens;61 anos; 36981
42;Santa Catarina;Homens;62 anos; 35030
42;Santa Catarina;Homens;63 anos; 33210
42;Santa Catarina;Homens;64 anos; 31624
42;Santa Catarina;Homens;65 anos; 30089
42;Santa Catarina;Homens;66 anos; 28465
42;Santa Catarina;Homens;67 anos; 26905
42;Santa Catarina;Homens;68 anos; 25337
42;Santa Catarina;Homens;69 anos; 23725
42;Santa Catarina;Homens;70 anos; 21980
42;Santa Catarina;Homens;71 anos; 20255
42;Santa Catarina;Homens;72 anos; 18673
42;Santa Catarina;Homens;73 anos; 17138
42;Santa Catarina;Homens;74 anos; 15644
42;Santa Catarina;Homens;75 anos; 14095
42;Santa Catarina;Homens;76 anos; 12585
42;Santa Catarina;Homens;77 anos; 11211
42;Santa Catarina;Homens;78 anos; 10028
42;Santa Catarina;Homens;79 anos;  9075
42;Santa Catarina;Homens;80 anos;  8176
42;Santa Catarina;Homens;81 anos;  7305
42;Santa Catarina;Homens;82 anos;  6578
42;Santa Catarina;Homens;83 anos;  5877
42;Santa Catarina;Homens;84 anos;  5164
42;Santa Catarina;Homens;85 anos;  4398
42;Santa Catarina;Homens;86 anos;  3698
42;Santa Catarina;Homens;87 anos;  3128
42;Santa Catarina;Homens;88 anos;  2635
42;Santa Catarina;Homens;89 anos;  2226
42;Santa Catarina;Homens;26 anos; 59958
42;Santa Catarina;Homens;27 anos; 60257
42;Santa Catarina;Homens;28 anos; 60699
42;Santa Catarina;Homens;29 anos; 61457
42;Santa Catarina;Homens;90 anos ou mais;  8803
42;Santa Catarina;Mulheres;18 anos; 45293
42;Santa Catarina;Mulheres;19 anos; 46483
42;Santa Catarina;Mulheres;20 anos; 49153
42;Santa Catarina;Mulheres;21 anos; 51642
42;Santa Catarina;Mulheres;22 anos; 53920
42;Santa Catarina;Mulheres;23 anos; 55747
42;Santa Catarina;Mulheres;24 anos; 56809
42;Santa Catarina;Mulheres;25 anos; 57345
42;Santa Catarina;Mulheres;30 anos; 59999
42;Santa Catarina;Mulheres;31 anos; 60294
42;Santa Catarina;Mulheres;32 anos; 60347
42;Santa Catarina;Mulheres;33 anos; 60421
42;Santa Catarina;Mulheres;34 anos; 60576
42;Santa Catarina;Mulheres;35 anos; 60667
42;Santa Catarina;Mulheres;36 anos; 60645
42;Santa Catarina;Mulheres;37 anos; 60643
42;Santa Catarina;Mulheres;38 anos; 60182
